,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
45,-102558.07800000001,-123693.3397,-144871.4587,-159749.1637,-160627.8264,-156807.1546,-137140.5677,-137443.7588,-110847.8421,-212706.3525,-292211.1004,-381078.1068,-522641.4267,-554984.1567,-438599.9713,-481652.9551,-401434.56700000004,-714816.8566,-962972.2109999999,-773951.5464,-678140.8442,-629775.4658,-518100.5818,-602519.6511,-565754.1491,-628076.1987,-592315.6138,-586326.0922,-594998.341,-593494.079,-599042.0649,-593235.2382,-593419.1631,-594837.7772,-594805.6645,-595067.9816,-594273.1649,-594480.7503,-594693.0677,-594664.1258,-594635.8181
46,-97543.4572,-112487.9427,-134247.5517,-158836.0403,-142856.3947,-150138.8052,-133194.8301,-116135.7583,-110656.3523,-190772.3361,-290660.9138,-405552.9824,-471528.3627,-609928.7948,-577044.9226,-439951.7214,-503219.4494,-398884.9295,-719156.3097,-896956.3574,-660968.5174,-639170.9067,-584907.5115,-478750.2693,-609320.8701,-579896.7223,-633880.1244,-601505.5825,-580670.7137,-601054.8026,-599401.5891,-603302.5625,-597187.0501,-596323.3436,-599453.8696,-599133.683,-599080.1018,-598235.6096,-598445.3215,-598869.7171,-598752.8866
47,-92566.4978,-110674.1594,-120764.5413,-146562.2384,-138857.8225,-132128.4071,-128061.8796,-113514.6257,-94793.59064,-194055.7377,-262907.4115,-400658.0073,-495429.4108,-567111.5769,-632900.2996,-573931.7903,-606708.8633,-458852.6674,-523701.1918,-382897.5945,-763312.0431,-723448.9478,-592376.4259,-534443.7517,-493393.8116,-624868.6488,-590523.3043,-641925.7282,-577031.0489,-585548.5084,-603979.4477,-599801.6075,-601657.2681,-593603.5761,-596918.0816,-599191.9962,-598234.5059,-597921.0856,-597173.8491,-597887.9037,-598081.8681
48,-94769.5966,-102094.8535,-120327.6274,-133636.2056,-129824.0114,-132090.0484,-112793.9704,-110727.7892,-95201.27844,-168492.1107,-270614.9497,-368132.1858,-505232.9793,-596935.1304,-591876.037,-652487.1677,-463528.2153,-512958.6299,-411176.4037,-664552.2337,-568124.8772,-621753.4449,-572449.4804,-546250.8795,-545350.5409,-496372.4844,-643496.0071,-604898.301,-567273.6426,-571478.1952,-576703.7261,-592769.9744,-582624.7679,-578170.0612,-580349.345,-582123.5749,-583207.5447,-581295.0587,-581029.1169,-581600.928,-581851.2446
49,-93624.1922,-103163.0939,-106997.9202,-128477.6512,-114311.0324,-120496.6496,-111554.3803,-94586.73406,-88134.68991,-161378.0738,-226286.0311,-362228.1588,-451636.6895,-588829.5588,-611512.9416,-596137.0575,-686091.3314,-617511.3862,-481486.1055,-487507.2165,-317779.568,-533885.7835,-663995.3439,-526252.728,-552625.5979,-562421.5209,-516213.5836,-650290.534,-561560.7929,-568622.4059,-571821.7675,-573701.8168,-585199.4634,-572181.2493,-574305.3406,-575441.9275,-576165.9595,-576658.7881,-574950.653,-575504.5337,-575744.3724
50,-90632.3502,-107725.3708,-121515.7267,-131857.3937,-128454.1302,-114586.3883,-109660.0771,-104114.7018,-88715.33617000001,-171607.9918,-230966.782,-334146.4594,-483892.7577,-575279.0231,-639233.7583,-650956.7594,-631928.9726,-699647.2926,-635165.1155,-458977.3196,-398945.3264,-293474.8677,-483088.2006,-604355.0979,-515218.9827,-550465.834,-558261.7334,-503847.9369,-546429.917,-534844.8808,-538770.0604,-536430.9057,-532064.7402,-537708.1008,-535963.7376,-536187.5089,-535670.9986,-535519.0172,-536209.8726,-535910.227,-535899.5249
51,-87636.99,-99735.82255,-111750.3172,-123651.1417,-112589.425,-107701.0097,-93885.85648,-88847.35746,-78621.97457,-142638.1148,-218448.6539,-314630.9665,-392918.7464,-550281.6877,-565873.8472,-632395.7768,-650574.4603,-630087.5587,-705657.7249,-586632.9897,-363338.9456,-376192.2043,-271508.322,-449876.2258,-611968.8794,-539374.1234,-566398.2495,-568719.0534,-547267.3063,-566745.5224,-557700.851,-561366.1965,-560359.7859,-558687.9324,-560972.0576,-559817.3647,-560240.6674,-560015.5616,-559946.7167,-560198.4736,-560043.7568
52,-90483.5568,-93003.68234,-111696.6611,-125939.8796,-111885.9725,-101861.4092,-94278.68432999999,-83379.13251,-73840.90855,-135914.959,-189703.5239,-301942.6757,-388133.3634,-478445.2859,-573193.9251,-586043.5368,-658923.1861,-673571.2739,-649212.4232,-643068.0412,-470281.1647,-345883.3236,-345105.1738,-247319.6058,-468697.6409,-624856.6074,-551775.28,-564624.3932,-491454.7055,-540281.7254,-554598.5423,-540546.9293,-538301.2591,-533036.6323,-541353.0177,-541567.2761,-538961.0229,-538643.8416,-538712.3581,-539847.5033,-539546.4004
53,-89161.5662,-101160.1431,-102368.1656,-123034.4869,-115236.6278,-100037.3542,-87652.98791,-79778.84115,-66811.38253999999,-127795.7992,-184279.378,-264113.9645,-379571.4079,-463997.5686,-492800.3741,-589063.7019,-601838.7732,-670800.2528,-680892.0287,-602390.378,-519361.034,-438058.5293,-320130.0689,-317422.7152,-251951.1137,-461379.9364,-634961.2,-550146.8447,-443172.362,-468322.2914,-511596.5269,-521639.845,-498975.574,-488741.3199,-497855.1114,-503761.6754,-502194.7051,-498305.6772,-498171.6978,-500057.7734,-500498.3058
54,-89157.215,-99413.12492,-114410.1266,-112658.0844,-107739.3051,-104884.6769,-85749.9552,-75681.43843,-64470.266229999994,-117588.2172,-170477.6022,-259326.3353,-336114.9566,-458923.852,-479910.6717,-499362.6481,-608622.113,-611329.8777,-693000.5153,-636022.3368,-476788.2686,-488063.5004,-408015.2787,-285891.3831,-323781.8494,-256060.6191,-465488.38,-642656.9175,-394775.8298,-416552.7192,-435106.8931,-470916.1479,-472001.7015,-437870.6583,-446489.624,-452477.005,-455951.0273,-452958.0032,-449149.2636,-451404.9846,-452388.0567
55,-86282.728,-100358.9628,-111918.9507,-127493.3753,-98224.1843,-99778.93795,-89730.61077,-76404.5095,-62197.09789,-115801.332,-157709.2161,-234207.3841,-325819.9164,-400142.9892,-472399.6352,-500575.0184,-514038.0066,-632432.2689,-638896.4316,-633662.1993,-498377.9424,-446548.7616,-448311.9906,-367418.0941,-292089.3594,-318992.4168,-259059.8453,-467376.2136,-340987.1858,-335701.0042,-344423.3331,-349509.5164,-367599.4506,-347644.098,-348975.4805,-351630.3757,-353071.7842,-353784.2378,-351021.1952,-351696.6147,-352240.8415
56,-86264.6764,-95729.92094,-111022.1274,-121765.6011,-111423.1748,-89404.94057,-85007.94704,-76103.22989,-60319.263170000006,-106308.5041,-152426.7627,-219973.3117,-296874.8159,-387551.5096,-406455.2814,-480715.58,-509133.1302,-525925.5875,-634250.5772,-563552.2337,-501988.9941,-468585.9087,-415867.9713,-404729.7138,-374289.14200000005,-294722.8089,-322786.4051,-258373.0583,-330980.2256,-316230.328,-304618.5652,-306597.7164,-303359.9787,-312357.3628,-308632.7902,-307113.2827,-307612.2262,-307815.1281,-308706.158,-307975.917,-307844.5424
57,-84483.2912,-93259.61495,-105219.6039,-120923.6302,-107146.924,-99535.66332,-76933.15232000001,-71689.48358,-61029.62828,-106710.5533,-138498.178,-210784.4988,-269895.6024,-354262.9789,-393597.4054,-412203.5068,-496923.1186,-520596.7008,-532809.9929,-570875.6014,-455457.0304,-473517.7348,-424871.9985,-382923.5102,-409883.9613,-379208.8602,-300567.4572,-326198.1796,-359756.3937,-355122.9704,-344170.7722,-337163.1546,-344482.2941,-348139.117,-345815.6617,-343954.1999,-343910.8855,-345260.4316,-345416.0591,-344871.4476,-344682.6047
58,-76899.767,-101071.1231,-106070.4362,-119820.7668,-107591.2098,-96187.35648999999,-87792.66003,-67833.10455,-60232.78394,-109067.0082,-139255.546,-195670.1896,-264670.4815,-325955.3529,-367563.3893,-406000.5708,-428637.4986,-493881.2157,-529883.4704,-486500.6873,-457552.5039,-422420.2706,-427676.5315,-388539.4295,-376491.1707,-419371.7197,-387963.8821,-303999.2718,-375273.0948,-372619.8278,-371845.5592,-362340.3271,-357215.6161,-367858.885,-366376.043,-365127.2861,-363783.6315,-364072.2923,-365443.6276,-364960.5761,-364677.4827
59,-74821.0204,-86037.86455,-109259.1414,-114081.1339,-101537.8158,-95360.62652,-83995.32414,-74461.256,-52795.57013,-102008.8115,-140125.1847,-189336.7788,-242812.9212,-310115.4572,-326061.7303,-370420.9702,-426376.3854,-428549.0652,-501240.13200000004,-491290.37799999997,-387766.5434,-425947.4627,-391217.6017,-393689.6384,-398316.3419,-383918.585,-426285.166,-393730.8252,-399188.1113,-400287.8059,-400682.0987,-404034.8014,-399584.7285,-400755.5092,-401068.9887,-401225.2253,-401333.8506,-400793.6605,-401035.4469,-401091.4344,-401095.9235
60,-75763.261,-85670.6569,-101019.0981,-126876.7205,-103000.2566,-96083.38434,-87460.93874,-75583.52256,-63383.09876,-99373.15574,-143515.9137,-203356.1593,-261540.5823,-311878.8831,-337837.5078,-360597.6622,-396981.9132,-436364.7657,-449806.5,-470708.5911,-385395.1732,-357526.1789,-391424.2515,-355090.4664,-402692.5256,-401711.3805,-386541.4142,-419819.6602,-393171.0894,-400787.214,-400406.1517,-400145.1059,-402865.8442,-399475.081,-400735.8794,-400725.6124,-400789.5046,-400918.3843,-400528.8923,-400739.6546,-400740.4096
61,-68271.4942,-84902.85909,-87467.10131,-105863.0231,-103185.3757,-87782.77322,-79831.34891,-70250.87342999999,-57181.30252999999,-101897.1311,-118918.7394,-193609.1475,-240122.7599,-287098.1088,-302701.1339,-330682.9634,-343828.3587,-382507.4845,-409713.1425,-402229.8969,-368724.2375,-360928.5146,-331997.6719,-356158.8608,-354220.0191,-398603.1728,-408191.3749,-391069.2961,-381648.5447,-386746.4815,-393251.774,-392181.4942,-388979.5181,-388561.5625,-389944.1661,-390583.703,-390050.0888,-389623.8077,-389752.6656,-389990.8862,-390000.2303
62,-69189.2936,-76891.05587000001,-96067.40695,-98083.6859,-92374.42134,-92999.55035,-78661.59486,-66688.24202,-56718.020939999995,-100300.1025,-135206.2805,-170465.3616,-238958.7478,-296379.2977,-292580.3306,-309427.0275,-340662.8002,-352061.7787,-380777.1518,-391782.8179,-319134.9399,-347693.7408,-325178.2284,-309286.4809,-359265.1736,-360487.3653,-403326.5349,-408413.1068,-368155.7323,-379929.5826,-384062.4644,-388777.4842,-385867.6741,-381358.5875,-383999.1586,-384813.0738,-384963.1956,-384200.3379,-383866.8707,-384368.5273,-384442.4011
63,-61091.9554,-80262.68973,-82277.79032999999,-100562.1638,-85450.96772,-81099.28226,-81062.20951,-64375.921010000005,-54271.89414,-96771.0041,-127613.9175,-190023.7929,-206676.8126,-280075.3426,-294617.2218,-298757.2125,-312972.8595,-334334.3491,-356962.5754,-342844.6735,-305403.2139,-298156.9811,-315140.9522,-293589.3017,-302765.0179,-361118.03799999994,-363639.6818,-405897.8155,-345401.971,-355764.5048,-366364.4022,-367413.6751,-368168.4737,-360622.6054,-363666.7322,-365247.1777,-365023.7328,-364545.7444,-363821.1985,-364460.9171,-364619.7541
64,-58651.285,-73864.37466,-85037.24669,-88300.22067000001,-90115.96856000001,-75266.74777,-70534.42309,-68066.59625,-52783.21596,-93442.93032999999,-129495.5625,-182745.7378,-237148.0624,-248426.4886,-287169.8382,-298637.6493,-306119.9471,-306446.5089,-330843.3626,-325351.89,-281626.5161,-280895.5897,-272541.571,-281782.1739,-298333.0866,-301515.7102,-364208.6689,-364921.966,-322152.3211,-330226.3506,-336605.0034,-343622.862,-339505.7006,-334422.4475,-336876.4728,-338206.4973,-338526.796,-337507.5828,-337107.9593,-337645.0616,-337798.7794
65,-60456.6116,-66420.07417,-78153.93611000001,-92936.99025,-76861.44237,-82348.96687,-66990.24292,-60436.69007999999,-54901.9571,-90371.72131000001,-122594.8944,-182681.3302,-226051.1472,-284932.4981,-247577.7648,-304369.5065,-306572.1697,-300620.2595,-309516.3302,-315598.9691,-256777.5313,-261074.643,-259994.9757,-246853.8954,-283476.3609,-302469.9977,-307935.8407,-368460.9223,-301839.4034,-312836.505,-318708.5338,-321956.241,-324760.3211,-316020.2009,-318856.3604,-320060.3314,-320330.691,-320005.581,-319054.6329,-319661.5193,-319822.5511
66,-55829.3652,-66842.91934,-69722.26391000001,-81457.72439,-81859.65755,-68513.60556,-70115.40672,-55013.65708,-47057.05549,-93219.56967000001,-113355.0362,-166064.1778,-216868.3851,-266122.622,-274502.9208,-249365.6773,-296623.2714,-297636.0829,-297993.1481,-275997.2509,-244539.3095,-234449.0248,-242665.9135,-230718.4006,-244257.9499,-287767.3476,-302615.8109,-309761.0437,-275024.1105,-283885.2525,-291810.713,-292619.3861,-290620.1012,-286791.9127,-289145.4731,-290197.5172,-289874.8781,-289325.9765,-289067.1515,-289522.1993,-289597.5445
67,-48898.374,-61924.56236,-72159.78369,-74378.05318999999,-71233.82231,-71236.06065,-58138.52201,-56708.354889999995,-43733.782210000005,-80789.54918,-117065.4643,-161662.9941,-207970.1594,-255170.8192,-258557.8816,-277042.1541,-246183.0529,-294865.0619,-301761.0457,-270791.0653,-224762.5903,-226427.0038,-217100.3805,-221952.0876,-227310.6906,-244640.7782,-289642.9041,-295692.9612,-255847.8843,-262627.0437,-269690.3143,-274700.2215,-271711.685,-266915.4298,-269128.9389,-270429.3179,-270577.1186,-269752.498,-269360.6606,-269849.7068,-269993.8604
68,-47878.1646,-57896.40575,-66380.25566,-75480.91653999999,-66087.51186,-62112.757320000004,-59770.93997000001,-48076.694019999995,-44499.74111,-76568.03279,-102101.9827,-165463.0405,-198528.728,-248673.9869,-254929.6691,-263816.07899999997,-277455.9884,-246301.1415,-285153.0309,-272144.6735,-219066.5644,-206980.6262,-205409.9059,-193160.2283,-215547.9546,-232889.7965,-244636.0213,-289053.7621,-235057.5526,-243437.0174,-249014.83,-252239.8367,-253760.5998,-246701.9673,-249030.8502,-250149.6168,-250376.5742,-250003.9217,-249252.586,-249762.7098,-249909.0817
69,-44996.1806,-53957.26916,-60455.08965,-66693.58596,-65587.69034,-56800.08356,-51608.85016,-48716.91319,-38563.55965,-75082.68443,-90935.8444,-140537.312,-190691.0467,-235494.6988,-239493.8527,-254303.6352,-264515.4634,-276249.4845,-238987.1393,-257775.6014,-218359.8851,-196461.4781,-184243.0616,-181627.0477,-191994.609,-212306.3875,-233654.5694,-244802.1845,-212876.9596,-219126.942,-224553.4086,-227002.8128,-225672.4615,-221846.5169,-223640.4284,-224543.1256,-224541.069,-224048.7203,-223723.972,-224099.4631,-224191.27
70,-43633.0986,-51108.62802,-59795.88619,-67689.7206,-64402.92823,-60434.061429999994,-50360.53055,-45809.56494,-42350.114519999996,-71140.36885,-102039.5124,-137617.5022,-186190.1999,-255387.3802,-241658.0496,-259478.3281,-261071.61399999997,-263850.9415,-288225.8794,-231848.7973,-209120.3596,-202423.3691,-183003.1628,-166121.6316,-183353.7367,-193429.8585,-214678.8483,-231260.5583,-197768.9267,-204098.3857,-208247.3155,-211210.8069,-210517.1986,-206368.5267,-208088.4467,-208886.4589,-209014.2876,-208574.9837,-208186.5407,-208550.1435,-208642.4829
71,-36579.4408,-47325.2765,-51808.79307,-57064.28442999999,-53925.18825,-52569.52766,-47182.98971,-39445.03315,-33164.78484,-66215.26639,-79218.1651,-133967.7401,-157064.0308,-197874.9466,-227367.9845,-222975.7,-235503.6411,-246834.0301,-249888.4354,-248959.7938,-177319.8194,-190686.8716,-182028.9565,-162642.5011,-165793.2541,-180181.2175,-190155.5025,-207920.9951,-181338.6941,-185077.9327,-188934.8684,-190685.5986,-190791.6178,-187365.7423,-188571.152,-189269.7958,-189336.7813,-189067.0178,-188722.0978,-188993.3689,-189077.8123
72,-34585.4054,-42818.637189999994,-49087.6625,-54811.12274,-51370.544930000004,-46828.852060000005,-43577.70298,-39399.841210000006,-31521.679460000003,-57582.37705,-84149.1583,-111725.6602,-164953.4461,-185623.7773,-199933.6056,-233100.3071,-223745.8522,-237810.4487,-247474.0544,-226434.3643,-195078.2675,-162531.763,-168331.0266,-160396.1334,-158936.3038,-163773.1924,-178661.9623,-181656.6748,-168684.8533,-170342.5973,-172623.856,-174393.9887,-173540.394,-171917.1379,-172563.5948,-173007.7943,-173084.5819,-172822.7006,-172679.1619,-172831.5667,-172885.1611
73,-32354.0728,-39191.070739999996,-45086.45078,-50613.12676,-46816.61555,-44200.274730000005,-39797.8261,-34925.83897,-31484.616939999996,-52489.7541,-72328.2672,-112412.6742,-131352.2972,-189831.2496,-182047.1545,-197080.7141,-226876.6244,-211663.3782,-226622.5819,-215779.0378,-179531.4927,-180230.1517,-141968.4158,-150342.2681,-158072.2166,-157206.06900000002,-165546.8087,-175105.2184,-161254.5162,-163436.9658,-164509.9156,-165970.6849,-166055.4602,-164245.5085,-164843.707,-165125.0552,-165248.0832,-165103.5628,-164913.1833,-165046.7183,-165087.3206
74,-29743.6664,-35774.92686,-40127.0945,-45549.44233,-42632.92432,-40979.157119999996,-36707.58034,-30790.7763,-28544.3231,-51886.68033,-63779.0363,-98157.13264,-135646.2085,-145312.4803,-184529.6157,-175284.3528,-190072.658,-220580.3818,-205990.5987,-204707.2165,-172068.8959,-163936.397,-157909.9722,-124919.9604,-145891.3739,-152973.4879,-152175.6109,-157234.9515,-146639.0769,-150982.9002,-152001.2055,-151806.749,-151732.9766,-150632.5816,-151431.2826,-151520.9591,-151424.9098,-151348.5419,-151271.655,-151399.4697,-151393.1071
75,-26821.7376,-32881.7757,-36501.47546,-41849.51367,-36135.24458,-37096.857430000004,-32953.89198,-29111.14247,-25091.330980000002,-47062.09016,-63699.0762,-86456.42457999999,-120229.515,-155552.7254,-144810.2365,-183309.4311,-168957.33899999998,-177594.0294,-205149.2235,-188082.1306,-159399.0991,-153947.8885,-142381.7154,-139000.8507,-124010.4552,-144101.9257,-152033.3641,-149981.5534,-141825.6298,-142390.5856,-146066.6117,-146459.5489,-145344.7859,-144417.4324,-144935.7929,-145444.8344,-145320.4789,-145092.6649,-145042.2407,-145167.2024,-145213.4843
76,-25617.5136,-28619.941489999997,-31258.508380000003,-35837.12958,-33043.75593,-31423.8142,-30788.974039999997,-26279.11412,-22416.65193,-39624.18033,-56133.9527,-85318.55755,-101113.8499,-129008.5252,-144173.708,-143162.5183,-176471.1922,-160861.3253,-174310.9932,-180793.4708,-146466.65,-142929.3149,-137008.8205,-122098.3034,-132679.2014,-120637.5919,-141905.393,-145477.4272,-132559.5834,-134651.8394,-135046.367,-137928.122,-137132.6678,-135463.7159,-136044.5424,-136323.083,-136578.4262,-136308.4871,-136143.6509,-136279.6379,-136326.657
77,-20806.0174,-27351.40598,-27993.15169,-29895.897969999998,-30840.83887,-27868.572519999998,-25254.46609,-22927.37844,-20569.70265,-36485.963110000004,-47503.8982,-71041.54679,-94000.4427,-112859.2566,-119158.1375,-142115.1452,-127735.5052,-164200.761,-152874.2163,-149486.9416,-143831.4389,-130787.0342,-124255.5754,-118756.1466,-124205.5717,-129313.48,-113484.4853,-132725.4854,-123697.0338,-124685.2112,-124781.1391,-123874.671,-125952.7081,-124598.1526,-124778.3764,-124797.0094,-124800.1835,-124985.286,-124791.8016,-124830.5314,-124840.9624
78,-18093.9458,-23679.32951,-28430.065619999998,-27500.43134,-27268.040610000004,-25542.826680000002,-23054.630119999998,-19650.962669999997,-18037.09662,-33224.89754,-44568.1552,-66575.95545,-87844.11211,-106053.0514,-105950.1708,-123530.25,-132536.0225,-118265.758,-156934.7662,-130015.8076,-120412.4814,-128289.90699999999,-113834.521,-107579.0975,-110185.0594,-116578.1072,-122872.7731,-112018.2039,-113846.6482,-115100.1584,-116083.1782,-115984.1924,-114606.4762,-115124.1307,-115379.6272,-115435.5209,-115305.9895,-115170.3489,-115283.1234,-115314.922,-115301.9809
79,-15813.2408,-19439.75031,-22888.15744,-25531.87955,-22862.20648,-21632.26271,-19423.15487,-17285.917709999998,-13818.14559,-27082.47951,-38169.6987,-57086.573860000004,-70746.06791,-93956.56859,-95638.40894,-101753.0188,-111977.2852,-124589.3701,-115158.6583,-133556.0137,-104905.6945,-104972.9823,-109878.6533,-94813.15416,-103467.478,-108361.3006,-108363.601,-119417.8398,-106884.6747,-109298.9788,-110465.279,-110886.0747,-111390.5694,-109785.1153,-110365.2034,-110578.4484,-110601.0822,-110544.0837,-110374.7866,-110492.7209,-110518.2244
80,-14648.8538,-17225.37692,-19860.4206,-24464.59243,-23287.980369999997,-20399.73855,-19108.89259,-16306.75898,-14133.177080000001,-25284.42623,-36270.3284,-52728.32847,-71651.41064,-86717.24128,-95542.92966000001,-105770.3404,-100323.8554,-113896.0709,-119877.6757,-103637.8007,-105764.4297,-91644.5662,-92401.9841,-98210.10045,-91732.61589,-96656.97963999999,-103271.1661,-104150.6068,-98804.2938,-98923.1324,-100361.2357,-101102.087,-100668.2711,-99971.804,-100205.306,-100461.7408,-100481.8418,-100357.7927,-100295.6971,-100360.4757,-100391.5096
81,-12114.613000000001,-14777.32593,-17062.63846,-18143.88096,-17901.01512,-17199.81915,-15407.58128,-11682.11694,-11446.14385,-18829.30328,-27331.659,-41671.69608,-55743.245460000006,-65648.94256,-74378.35664,-83122.68953999999,-84426.48995,-86470.06755,-94526.67502000001,-96071.47766,-79712.4119,-92705.84524,-77080.37715,-76212.13374,-90924.27622,-84877.39942999999,-88079.20942,-97657.64563,-87550.1329,-89817.7327,-89596.424,-90540.2289,-91032.4328,-89707.3903,-90138.8417,-90203.0635,-90324.3914,-90281.2239,-90130.9822,-90215.7005,-90231.0723
82,-10086.7284,-12629.71757,-14425.82461,-17088.45259,-14957.62173,-14192.702459999999,-13661.679719999998,-11124.74966,-9716.559239,-17433.29918,-24273.4403,-33921.318810000004,-47207.15683,-61472.40757,-62284.31491,-71042.02937999999,-76495.20041,-75918.87196,-78760.03534,-82292.43986,-78049.0794,-71012.05317,-77847.93357000001,-65062.47938,-70520.66795,-80610.19909,-81991.04701000001,-82390.41262,-76114.9612,-78325.4576,-79886.4155,-79741.6588,-79291.7811,-78672.0548,-79183.4736,-79355.0768,-79248.809,-79150.2391,-79121.9307,-79211.9058,-79217.5923
83,-8356.019,-10626.76677,-11674.03341,-13673.13382,-12032.74025,-11331.95433,-11234.87655,-10130.52694,-8042.568423000001,-15233.196719999998,-20482.6596,-29434.258280000002,-39602.27787,-50365.91823,-55282.50127000001,-60950.89996,-62685.01644,-69808.41525,-73089.8981,-66118.5567,-63311.0054,-65268.66074,-57301.0387,-64459.795360000004,-59482.65035,-65508.67491,-74025.22704,-76628.64078,-68020.9977,-68733.2382,-70583.3557,-71598.2919,-71112.9049,-70009.7577,-70407.5097,-70742.364,-70774.1656,-70609.3404,-70508.6275,-70608.4014,-70648.5798
84,-7250.1478,-8312.245837,-10531.92509,-11514.8421,-10144.52563,-9904.608575,-9026.311074,-8322.84927,-7622.526447,-12552.86885,-17071.6933,-25741.55775,-34144.354530000004,-39970.986710000005,-45702.74717,-52414.09142,-52666.545439999994,-55455.947179999996,-61274.063720000006,-61190.034360000005,-51624.577000000005,-52783.02502,-53965.120429999995,-45858.774939999996,-57754.47588,-53549.97765,-60341.0863,-69345.99515,-57370.062,-59672.3194,-60055.8881,-61357.0702,-61560.267,-60003.1213,-60529.7332,-60701.216,-60830.2815,-60724.9238,-60557.8552,-60668.8019,-60696.6157
85,-5818.6128,-8245.480811,-7404.54122,-9415.844106,-8108.215741,-7798.920286,-7358.975083,-6055.720193,-5695.275028,-10754.81557,-14103.0431,-21082.74371,-27315.48362,-33814.46476,-34022.44897,-43339.24873,-46370.21471,-47178.4099,-52677.40403,-48972.852230000004,-46642.928,-43637.29685,-40621.44732,-44762.985810000006,-43566.72095,-51299.72561,-49359.63448,-53084.34466,-48414.6823,-49145.0216,-50260.6817,-50052.8729,-50191.5206,-49612.9558,-49852.6105,-49994.1283,-49940.8176,-49918.4066,-49863.7838,-49913.9494,-49926.2171
86,-4584.6262,-5040.759524,-6890.975731999999,-6498.592658,-6738.334543000001,-6464.442857,-5621.803029,-5317.585145,-4268.367727000001,-9280.635246,-12120.9809,-15822.79238,-22814.63689,-28709.81088,-28993.873730000003,-31832.49167,-35482.08477,-40286.38315,-42946.7169,-38178.69416,-38041.2845,-35552.84772,-33831.52517,-31914.858310000003,-39385.65368,-37190.11855,-47823.3692,-43432.64563,-39949.3291,-41556.2232,-41990.3371,-42950.3808,-41975.7832,-41684.4107,-42031.427,-42126.4678,-42153.6939,-41994.3565,-41998.0712,-42060.8033,-42066.6785
87,-3550.2852,-4606.78685,-4967.0214399999995,-6403.722692,-4887.143734,-4901.832372,-4373.483412,-4089.8707270000004,-3508.5859170000003,-6209.42623,-9155.5963,-13783.21941,-15390.826469999998,-20325.80361,-23201.46427,-25182.38956,-27411.649810000003,-32754.890010000003,-33142.8667,-32070.103089999997,-30147.3108,-28342.393089999998,-28694.80145,-26490.70213,-30326.6746,-34089.436819999995,-32204.67218,-42438.22816,-33109.9428,-34433.7909,-35255.2142,-35488.3696,-36145.1091,-34886.4853,-35241.7938,-35403.3944,-35433.0304,-35421.9626,-35277.3333,-35355.5029,-35378.2447
88,-2722.342,-3494.036403,-3694.605454,-4245.43097,-3924.524514,-3612.7796670000002,-3256.106413,-2764.240436,-2668.501965,-5126.127049000001,-6927.5465,-10391.087529999999,-14588.951480000002,-17170.1994,-19414.119619999998,-19747.049,-20315.23285,-20782.65798,-30106.59967,-25302.061859999998,-24306.2757,-23348.1388,-21491.579690000002,-22655.44019,-23079.49133,-26042.71617,-29729.57812,-29042.83981,-26110.0131,-26800.9277,-27545.215,-27845.7147,-27468.9421,-27154.1625,-27362.9924,-27475.4053,-27461.4434,-27384.5891,-27367.7185,-27410.4297,-27419.9172
89,-2018.065,-2336.7759379999998,-3073.727774,-3118.8501260000003,-3239.5839149999997,-2968.7580329999996,-2810.901514,-2342.44898,-2174.3349350000003,-3194.057377,-5274.7918,-7771.846461,-9777.701525,-14076.469780000001,-12985.18165,-15201.258230000001,-14505.91113,-16590.600469999998,-15839.802740000001,-21692.43986,-20245.7634,-18853.30994,-16472.94157,-18135.31004,-19846.13264,-19594.50232,-23413.82085,-25211.407769999998,-21240.2347,-21861.2197,-22264.2371,-22798.184,-22675.0567,-22167.7864,-22353.2968,-22451.7122,-22489.2072,-22427.4119,-22377.8829,-22419.9022,-22433.2233
90,-4645.0236,-6019.979917000001,-7619.165603,-8822.90682,-9126.370686,-7580.881614,-7018.524278,-11260.32548,-5738.5146429999995,-10386.27049,-15248.2639,-23895.20749,-30781.65295,-37836.31327,-42965.674569999996,-45773.55436,-48979.191530000004,-49842.85323,-53921.17607,-51471.82131,-56153.426,-53875.51815,-50835.851969999996,-51036.378560000005,-58618.563120000006,-61209.86567000001,-65860.26157,-70749.87865,-61494.9895,-63586.7117,-64580.3414,-65254.4366,-65133.2716,-64009.9502,-64512.9423,-64698.1884,-64721.7578,-64615.2221,-64511.6122,-64611.9446,-64631.745
